CIF,Gen,ID,Origin,Composition,Enthalpy,Volume,Density,Fitness,KPOINTS,SYMM,Q_entr,A_order,S_order,N_atoms,Energy/N_atoms
"['data_findsym-STRUC-1461', '# This file was generated by FINDSYM    ', '# Harold T. Stokes, Branton J. Campbell, Dorian M. Hatch', '# Brigham Young University, Provo, Utah, USA', '                                        ', 'data_findsym-output                     ', '                                        ', ""_symmetry_space_group_name_H-M 'P 1'    "", '_symmetry_Int_Tables_number 1           ', '                                        ', '_cell_length_a      28.33600            ', '_cell_length_b       2.73800            ', '_cell_length_c       2.82200            ', '_cell_angle_alpha  110.53500            ', '_cell_angle_beta    88.26800            ', '_cell_angle_gamma   87.62100            ', '                                        ', 'loop_                                   ', '_space_group_symop_operation_xyz        ', 'x,y,z                                   ', '                                        ', 'loop_                                   ', '_atom_site_label                        ', '_atom_site_type_symbol                  ', '_atom_site_fract_x                      ', '_atom_site_fract_y                      ', '_atom_site_fract_z                      ', '_atom_site_occupancy                    ', '  Mg   Mg   0.0442  -0.3520  -0.3164   1.0000', '  Mg   Mg  -0.1939  -0.1941  -0.4509   1.0000', '  Mg   Mg   0.3802   0.3600   0.4192   1.0000', '  Mg   Mg  -0.1177   0.4673  -0.1280   1.0000', '  Al   Al   0.2979  -0.1917   0.0447   1.0000', '  Al   Al   0.1229   0.0288   0.1698   1.0000', '  Al   Al  -0.3626  -0.2178  -0.3020   1.0000', '  Al   Al  -0.4508   0.3991   0.2380   1.0000', '  Al   Al   0.2113   0.3760  -0.4051   1.0000', '  Al   Al  -0.2761   0.2309   0.1536   1.0000', '  Al   Al   0.4627  -0.0519  -0.2108   1.0000', '  Al   Al  -0.0354   0.0884   0.2728   1.0000', '   O    O   0.1702  -0.2773   0.3686   1.0000', '   O    O  -0.4627  -0.2291  -0.1325   1.0000', '   O    O  -0.3446   0.4175   0.0556   1.0000', '   O    O   0.0493   0.0187   0.2870   1.0000', '   O    O   0.3456   0.0351  -0.2006   1.0000', '   O    O   0.4807   0.2878   0.4088   1.0000', '   O    O  -0.1522   0.1354   0.2330   1.0000', '   O    O  -0.0183   0.4199  -0.1042   1.0000', '   O    O   0.1120   0.3948  -0.1971   1.0000', '   O    O   0.4216  -0.3407   0.0530   1.0000', '   O    O  -0.2879  -0.1241  -0.4609   1.0000', '   O    O  -0.0763  -0.2144  -0.4756   1.0000', '   O    O   0.2294   0.0101  -0.0476   1.0000', '   O    O  -0.4036   0.1079   0.4505   1.0000', '   O    O   0.2860   0.4533   0.4299   1.0000', '   O    O  -0.2284   0.4755  -0.0755   1.0000']",32,1461,softmutate,[ 4  8 16],-645.518,204.624,4.618,-645.518,[1 1 1],1,0.184,2.873,2.234,28,-23.054214285714288
"['data_findsym-STRUC-1462', '# This file was generated by FINDSYM    ', '# Harold T. Stokes, Branton J. Campbell, Dorian M. Hatch', '# Brigham Young University, Provo, Utah, USA', '                                        ', 'data_findsym-output                     ', '                                        ', ""_symmetry_space_group_name_H-M 'P 1'    "", '_symmetry_Int_Tables_number 1           ', '                                        ', '_cell_length_a      17.48100            ', '_cell_length_b       2.63200            ', '_cell_length_c       4.56700            ', '_cell_angle_alpha   74.82300            ', '_cell_angle_beta    91.21500            ', '_cell_angle_gamma   93.88300            ', '                                        ', 'loop_                                   ', '_space_group_symop_operation_xyz        ', 'x,y,z                                   ', '                                        ', 'loop_                                   ', '_atom_site_label                        ', '_atom_site_type_symbol                  ', '_atom_site_fract_x                      ', '_atom_site_fract_y                      ', '_atom_site_fract_z                      ', '_atom_site_occupancy                    ', '  Mg   Mg   0.0664   0.3051  -0.2230   1.0000', '  Mg   Mg  -0.1699   0.4538   0.3077   1.0000', '  Mg   Mg   0.4065  -0.2702  -0.1984   1.0000', '  Mg   Mg  -0.0871  -0.3057  -0.1840   1.0000', '  Al   Al   0.3172  -0.0532   0.2996   1.0000', '  Al   Al   0.1449  -0.4509   0.2633   1.0000', '  Al   Al  -0.3337  -0.0932   0.2745   1.0000', '  Al   Al  -0.4310   0.3053  -0.2333   1.0000', '  Al   Al   0.2410   0.1640  -0.2226   1.0000', '  Al   Al  -0.2576  -0.3111  -0.2036   1.0000', '  Al   Al   0.4896   0.0330   0.2881   1.0000', '  Al   Al  -0.0104  -0.0053   0.3026   1.0000', '   O    O   0.2184  -0.2362  -0.4966   1.0000', '   O    O  -0.4167  -0.0753   0.4869   1.0000', '   O    O  -0.2980   0.3288  -0.4694   1.0000', '   O    O   0.0921  -0.0240   0.4628   1.0000', '   O    O   0.4009   0.0767   0.1310   1.0000', '   O    O  -0.4784  -0.2918   0.0161   1.0000', '   O    O  -0.0947   0.0513   0.1263   1.0000', '   O    O   0.0308  -0.3687   0.0663   1.0000', '   O    O   0.1601   0.1480  -0.0078   1.0000', '   O    O   0.4730   0.3806  -0.4418   1.0000', '   O    O  -0.2436   0.0558   0.0670   1.0000', '   O    O  -0.0303   0.3615  -0.4376   1.0000', '   O    O   0.2779  -0.4182   0.0390   1.0000', '   O    O  -0.3549  -0.4954  -0.0058   1.0000', '   O    O   0.3296   0.3117  -0.4271   1.0000', '   O    O  -0.1763  -0.1832  -0.3773   1.0000']",32,1462,softmutate,[ 4  8 16],-650.986,202.336,4.67,-650.986,[1 1 1],1,0.18,2.819,2.232,28,-23.2495
"['data_findsym-STRUC-1463', '# This file was generated by FINDSYM    ', '# Harold T. Stokes, Branton J. Campbell, Dorian M. Hatch', '# Brigham Young University, Provo, Utah, USA', '                                        ', 'data_findsym-output                     ', '                                        ', ""_symmetry_space_group_name_H-M 'C 1 c 1'"", '_symmetry_Int_Tables_number 9           ', '                                        ', '_cell_length_a       2.65600            ', '_cell_length_b      32.54787            ', '_cell_length_c       4.86100            ', '_cell_angle_alpha   90.00000            ', '_cell_angle_beta   102.84200            ', '_cell_angle_gamma   90.00000            ', '                                        ', 'loop_                                   ', '_space_group_symop_operation_xyz        ', 'x,y,z                                   ', 'x,-y,z+1/2                              ', 'x+1/2,y+1/2,z                           ', 'x+1/2,-y+1/2,z+1/2                      ', '                                        ', 'loop_                                   ', '_atom_site_label                        ', '_atom_site_type_symbol                  ', '_atom_site_fract_x                      ', '_atom_site_fract_y                      ', '_atom_site_fract_z                      ', '_atom_site_occupancy                    ', '  Mg   Mg  -0.3873   0.3124  -0.1116   1.0000', '  Mg   Mg   0.1700   0.4373   0.3865   1.0000', '  Al   Al   0.4460   0.2738   0.4306   1.0000', '  Al   Al  -0.2100   0.3513   0.3457   1.0000', '  Al   Al   0.2625   0.3985  -0.1526   1.0000', '  Al   Al  -0.2222   0.4769  -0.0751   1.0000', '   O    O  -0.0551   0.3104  -0.4080   1.0000', '   O    O  -0.2143   0.1852  -0.3135   1.0000', '   O    O  -0.0941   0.2479   0.2705   1.0000', '   O    O  -0.1872   0.3721   0.0005   1.0000', '   O    O   0.3289   0.3775  -0.4956   1.0000', '   O    O  -0.4859   0.4382   0.0927   1.0000', '   O    O   0.1926   0.4974   0.2582   1.0000', '   O    O   0.3040   0.0635   0.1812   1.0000']",32,1463,softmutate,[ 4  8 16],-647.534,204.81,4.614,-647.534,[1 1 1],9,0.13,2.563,2.219,28,-23.126214285714287
"['data_findsym-STRUC-1464', '# This file was generated by FINDSYM    ', '# Harold T. Stokes, Branton J. Campbell, Dorian M. Hatch', '# Brigham Young University, Provo, Utah, USA', '                                        ', 'data_findsym-output                     ', '                                        ', ""_symmetry_space_group_name_H-M 'P 21/n 21/m 21/a'"", '_symmetry_Int_Tables_number 62          ', '                                        ', '_cell_length_a       8.00200            ', '_cell_length_b       2.68800            ', '_cell_length_c       9.34600            ', '_cell_angle_alpha   90.00000            ', '_cell_angle_beta    90.00000            ', '_cell_angle_gamma   90.00000            ', '                                        ', 'loop_                                   ', '_space_group_symop_operation_xyz        ', 'x,y,z                                   ', 'x+1/2,-y+1/2,-z+1/2                     ', '-x,y+1/2,-z                             ', '-x+1/2,-y,z+1/2                         ', '-x,-y,-z                                ', '-x+1/2,y+1/2,z+1/2                      ', 'x,-y+1/2,z                              ', 'x+1/2,y,-z+1/2                          ', '                                        ', 'loop_                                   ', '_atom_site_label                        ', '_atom_site_type_symbol                  ', '_atom_site_fract_x                      ', '_atom_site_fract_y                      ', '_atom_site_fract_z                      ', '_atom_site_occupancy                    ', '  Mg   Mg   0.2483   0.2500  -0.1448   1.0000', '  Al   Al   0.0781   0.2500   0.1135   1.0000', '  Al   Al   0.0768   0.2500  -0.3842   1.0000', '   O    O  -0.0138   0.2500  -0.2161   1.0000', '   O    O  -0.2134   0.2500   0.3287   1.0000', '   O    O   0.0809   0.2500   0.4271   1.0000', '   O    O  -0.1247   0.2500   0.0188   1.0000']",32,1464,keptBest,[ 4  8 16],-655.062,201.062,4.7,-655.062,[1 1 1],62,0.14,3.199,2.64,28,-23.39507142857143
"['data_findsym-STRUC-1465', '# This file was generated by FINDSYM    ', '# Harold T. Stokes, Branton J. Campbell, Dorian M. Hatch', '# Brigham Young University, Provo, Utah, USA', '                                        ', 'data_findsym-output                     ', '                                        ', ""_symmetry_space_group_name_H-M 'C 2/m 2/c 21/m'"", '_symmetry_Int_Tables_number 63          ', '                                        ', '_cell_length_a       2.63850            ', '_cell_length_b       8.75511            ', '_cell_length_c       8.71800            ', '_cell_angle_alpha   90.00000            ', '_cell_angle_beta    90.00000            ', '_cell_angle_gamma   90.00000            ', '                                        ', 'loop_                                   ', '_space_group_symop_operation_xyz        ', 'x,y,z                                   ', 'x,-y,-z                                 ', '-x,y,-z+1/2                             ', '-x,-y,z+1/2                             ', '-x,-y,-z                                ', '-x,y,z                                  ', 'x,-y,z+1/2                              ', 'x,y,-z+1/2                              ', 'x+1/2,y+1/2,z                           ', 'x+1/2,-y+1/2,-z                         ', '-x+1/2,y+1/2,-z+1/2                     ', '-x+1/2,-y+1/2,z+1/2                     ', '-x+1/2,-y+1/2,-z                        ', '-x+1/2,y+1/2,z                          ', 'x+1/2,-y+1/2,z+1/2                      ', 'x+1/2,y+1/2,-z+1/2                      ', '                                        ', 'loop_                                   ', '_atom_site_label                        ', '_atom_site_type_symbol                  ', '_atom_site_fract_x                      ', '_atom_site_fract_y                      ', '_atom_site_fract_z                      ', '_atom_site_occupancy                    ', '  Mg   Mg   0.0000   0.1157   0.2500   1.0000', '  Al   Al   0.0000  -0.3684  -0.0766   1.0000', '   O    O   0.0000   0.4506   0.2500   1.0000', '   O    O   0.0000   0.2688  -0.1087   1.0000', '   O    O   0.0000   0.0000   0.0000   1.0000']",32,1465,keptBest,[ 4  8 16],-653.565,201.404,4.692,-653.565,[1 1 1],63,0.09,3.655,3.206,28,-23.341607142857146
"['data_findsym-STRUC-1466', '# This file was generated by FINDSYM    ', '# Harold T. Stokes, Branton J. Campbell, Dorian M. Hatch', '# Brigham Young University, Provo, Utah, USA', '                                        ', 'data_findsym-output                     ', '                                        ', ""_symmetry_space_group_name_H-M 'P 2/b 21/c 21/m'"", '_symmetry_Int_Tables_number 57          ', '                                        ', '_cell_length_a       4.54900            ', '_cell_length_b       4.79000            ', '_cell_length_c       9.43300            ', '_cell_angle_alpha   90.00000            ', '_cell_angle_beta    90.00000            ', '_cell_angle_gamma   90.00000            ', '                                        ', 'loop_                                   ', '_space_group_symop_operation_xyz        ', 'x,y,z                                   ', 'x,-y+1/2,-z                             ', '-x,y+1/2,-z+1/2                         ', '-x,-y,z+1/2                             ', '-x,-y,-z                                ', '-x,y+1/2,z                              ', 'x,-y+1/2,z+1/2                          ', 'x,y,-z+1/2                              ', '                                        ', 'loop_                                   ', '_atom_site_label                        ', '_atom_site_type_symbol                  ', '_atom_site_fract_x                      ', '_atom_site_fract_y                      ', '_atom_site_fract_z                      ', '_atom_site_occupancy                    ', '  Mg   Mg  -0.2342   0.0903   0.2500   1.0000', '  Al   Al   0.2499   0.4637  -0.4194   1.0000', '   O    O   0.3676  -0.0258   0.2500   1.0000', '   O    O  -0.4423   0.2500   0.0000   1.0000', '   O    O  -0.0826  -0.1368   0.1072   1.0000']",32,1466,keptBest,[ 4  8 16],-652.025,205.567,4.597,-652.025,[1 1 1],57,0.092,2.868,2.53,28,-23.286607142857143
"['data_findsym-STRUC-1467', '# This file was generated by FINDSYM    ', '# Harold T. Stokes, Branton J. Campbell, Dorian M. Hatch', '# Brigham Young University, Provo, Utah, USA', '                                        ', 'data_findsym-output                     ', '                                        ', ""_symmetry_space_group_name_H-M 'P -1'   "", '_symmetry_Int_Tables_number 2           ', '                                        ', '_cell_length_a       5.25600            ', '_cell_length_b       4.58500            ', '_cell_length_c       8.70900            ', '_cell_angle_alpha   90.75100            ', '_cell_angle_beta    86.02600            ', '_cell_angle_gamma  105.47600            ', '                                        ', 'loop_                                   ', '_space_group_symop_operation_xyz        ', 'x,y,z                                   ', '-x,-y,-z                                ', '                                        ', 'loop_                                   ', '_atom_site_label                        ', '_atom_site_type_symbol                  ', '_atom_site_fract_x                      ', '_atom_site_fract_y                      ', '_atom_site_fract_z                      ', '_atom_site_occupancy                    ', '  Mg   Mg   0.3433   0.0233  -0.3309   1.0000', '  Mg   Mg   0.5000   0.0000   0.0000   1.0000', '  Mg   Mg   0.0000   0.0000   0.0000   1.0000', '  Al   Al  -0.1420   0.4716   0.1509   1.0000', '  Al   Al  -0.3601  -0.4832  -0.1547   1.0000', '  Al   Al  -0.1502   0.0171  -0.3444   1.0000', '  Al   Al   0.2550  -0.4844  -0.4935   1.0000', '   O    O  -0.4203  -0.2388  -0.4484   1.0000', '   O    O   0.1628  -0.3096   0.0578   1.0000', '   O    O   0.0517   0.2005   0.1943   1.0000', '   O    O  -0.0619   0.2234   0.4572   1.0000', '   O    O   0.1494   0.3272  -0.3134   1.0000', '   O    O   0.3221  -0.3104   0.3164   1.0000', '   O    O  -0.4603   0.2187   0.1863   1.0000', '   O    O   0.3358   0.2984  -0.0644   1.0000']",32,1467,keptBest,[ 4  8 16],-651.423,201.763,4.683,-651.423,[1 1 1],2,0.154,2.704,2.254,28,-23.265107142857143
"['data_findsym-STRUC-1468', '# This file was generated by FINDSYM    ', '# Harold T. Stokes, Branton J. Campbell, Dorian M. Hatch', '# Brigham Young University, Provo, Utah, USA', '                                        ', 'data_findsym-output                     ', '                                        ', ""_symmetry_space_group_name_H-M 'P m c 21'"", '_symmetry_Int_Tables_number 26          ', '                                        ', '_cell_length_a       2.68700            ', '_cell_length_b       4.65100            ', '_cell_length_c       8.13000            ', '_cell_angle_alpha   90.00000            ', '_cell_angle_beta    90.00000            ', '_cell_angle_gamma   90.00000            ', '                                        ', 'loop_                                   ', '_space_group_symop_operation_xyz        ', 'x,y,z                                   ', '-x,-y,z+1/2                             ', '-x,y,z                                  ', 'x,-y,z+1/2                              ', '                                        ', 'loop_                                   ', '_atom_site_label                        ', '_atom_site_type_symbol                  ', '_atom_site_fract_x                      ', '_atom_site_fract_y                      ', '_atom_site_fract_z                      ', '_atom_site_occupancy                    ', '  Mg   Mg   0.5000   0.1992   0.2560   1.0000', '  Al   Al   0.0000   0.2438  -0.0671   1.0000', '  Al   Al   0.5000   0.3045  -0.3942   1.0000', '   O    O   0.0000  -0.1155   0.2256   1.0000', '   O    O   0.0000   0.4273   0.1287   1.0000', '   O    O   0.5000  -0.4885   0.3991   1.0000', '   O    O   0.5000   0.0052   0.4799   1.0000']",32,1468,keptBest,[ 4  8 16],-651.326,203.194,4.65,-651.326,[1 1 1],26,0.137,3.105,2.623,28,-23.261642857142856
"['data_findsym-STRUC-1469', '# This file was generated by FINDSYM    ', '# Harold T. Stokes, Branton J. Campbell, Dorian M. Hatch', '# Brigham Young University, Provo, Utah, USA', '                                        ', 'data_findsym-output                     ', '                                        ', ""_symmetry_space_group_name_H-M 'P 1 21/c 1'"", '_symmetry_Int_Tables_number 14          ', '                                        ', '_cell_length_a       4.59583            ', '_cell_length_b       8.54100            ', '_cell_length_c       5.75157            ', '_cell_angle_alpha   90.00000            ', '_cell_angle_beta    26.82597            ', '_cell_angle_gamma   90.00000            ', '                                        ', 'loop_                                   ', '_space_group_symop_operation_xyz        ', 'x,y,z                                   ', '-x,y+1/2,-z+1/2                         ', '-x,-y,-z                                ', 'x,-y+1/2,z+1/2                          ', '                                        ', 'loop_                                   ', '_atom_site_label                        ', '_atom_site_type_symbol                  ', '_atom_site_fract_x                      ', '_atom_site_fract_y                      ', '_atom_site_fract_z                      ', '_atom_site_occupancy                    ', '  Mg   Mg   0.0000   0.0000   0.5000   1.0000', '  Al   Al  -0.2425   0.3469  -0.2364   1.0000', '   O    O   0.0163  -0.4438  -0.3224   1.0000', '   O    O   0.4184  -0.1948   0.3027   1.0000']",32,1469,keptBest,[ 4  8 16],-651.304,203.768,4.637,-651.304,[1 1 1],14,0.072,2.574,2.376,28,-23.26085714285714
"['data_findsym-STRUC-1470', '# This file was generated by FINDSYM    ', '# Harold T. Stokes, Branton J. Campbell, Dorian M. Hatch', '# Brigham Young University, Provo, Utah, USA', '                                        ', 'data_findsym-output                     ', '                                        ', ""_symmetry_space_group_name_H-M 'P 1'    "", '_symmetry_Int_Tables_number 1           ', '                                        ', '_cell_length_a       5.42800            ', '_cell_length_b       7.97500            ', '_cell_length_c       4.71700            ', '_cell_angle_alpha   94.44400            ', '_cell_angle_beta    90.31400            ', '_cell_angle_gamma   88.75100            ', '                                        ', 'loop_                                   ', '_space_group_symop_operation_xyz        ', 'x,y,z                                   ', '                                        ', 'loop_                                   ', '_atom_site_label                        ', '_atom_site_type_symbol                  ', '_atom_site_fract_x                      ', '_atom_site_fract_y                      ', '_atom_site_fract_z                      ', '_atom_site_occupancy                    ', '  Mg   Mg  -0.3064   0.4976  -0.1637   1.0000', '  Mg   Mg  -0.4529  -0.4389   0.3162   1.0000', '  Mg   Mg   0.4915  -0.0930   0.3443   1.0000', '  Mg   Mg   0.1864   0.4227  -0.1495   1.0000', '  Al   Al  -0.3158   0.1575  -0.1827   1.0000', '  Al   Al   0.2558  -0.2449  -0.1879   1.0000', '  Al   Al   0.2039   0.0757  -0.1573   1.0000', '  Al   Al  -0.2466  -0.1884  -0.1727   1.0000', '  Al   Al  -0.0507   0.3011   0.3560   1.0000', '  Al   Al   0.4397   0.2541   0.3332   1.0000', '  Al   Al  -0.0364  -0.0291   0.3105   1.0000', '  Al   Al   0.0447  -0.3697   0.3220   1.0000', '   O    O  -0.4733  -0.3187  -0.3329   1.0000', '   O    O   0.4600  -0.0677  -0.0551   1.0000', '   O    O   0.4122   0.1288  -0.3940   1.0000', '   O    O   0.0362  -0.0956  -0.0356   1.0000', '   O    O  -0.0126   0.2160  -0.2838   1.0000', '   O    O  -0.2223  -0.0331  -0.4044   1.0000', '   O    O   0.4868   0.3292  -0.0022   1.0000', '   O    O  -0.2541   0.1250   0.1820   1.0000', '   O    O  -0.3257   0.3639  -0.4919   1.0000', '   O    O   0.2284   0.4285   0.4475   1.0000', '   O    O   0.1794  -0.1529   0.4726   1.0000', '   O    O   0.2882  -0.3670   0.0848   1.0000', '   O    O  -0.0300  -0.3633  -0.3131   1.0000', '   O    O  -0.2319  -0.2572   0.1917   1.0000', '   O    O  -0.0918   0.4568   0.1297   1.0000', '   O    O   0.1690   0.1538   0.1989   1.0000']",33,1470,Heredity,[ 4  8 16],-647.892,203.531,4.643,-647.892,[1 1 1],1,0.219,2.529,1.859,28,-23.139000000000003
"['data_findsym-STRUC-1471', '# This file was generated by FINDSYM    ', '# Harold T. Stokes, Branton J. Campbell, Dorian M. Hatch', '# Brigham Young University, Provo, Utah, USA', '                                        ', 'data_findsym-output                     ', '                                        ', ""_symmetry_space_group_name_H-M 'P 1'    "", '_symmetry_Int_Tables_number 1           ', '                                        ', '_cell_length_a       5.20600            ', '_cell_length_b       7.97000            ', '_cell_length_c       5.14800            ', '_cell_angle_alpha   89.66000            ', '_cell_angle_beta    67.66600            ', '_cell_angle_gamma   93.01100            ', '                                        ', 'loop_                                   ', '_space_group_symop_operation_xyz        ', 'x,y,z                                   ', '                                        ', 'loop_                                   ', '_atom_site_label                        ', '_atom_site_type_symbol                  ', '_atom_site_fract_x                      ', '_atom_site_fract_y                      ', '_atom_site_fract_z                      ', '_atom_site_occupancy                    ', '  Mg   Mg  -0.0562  -0.3970  -0.0959   1.0000', '  Mg   Mg   0.1098  -0.0763  -0.1241   1.0000', '  Mg   Mg  -0.3674   0.4216   0.3601   1.0000', '  Mg   Mg  -0.4363  -0.2250   0.2412   1.0000', '  Al   Al   0.4875   0.0881   0.3863   1.0000', '  Al   Al  -0.4607   0.3451  -0.1186   1.0000', '  Al   Al   0.0806   0.2913  -0.2288   1.0000', '  Al   Al   0.0254   0.1733   0.2800   1.0000', '  Al   Al   0.4856  -0.3197  -0.2498   1.0000', '  Al   Al   0.0188  -0.1605   0.4009   1.0000', '  Al   Al   0.1406  -0.4730   0.3301   1.0000', '  Al   Al  -0.3644   0.0211  -0.1687   1.0000', '   O    O  -0.3208   0.2041  -0.4658   1.0000', '   O    O   0.2637   0.1749  -0.0847   1.0000', '   O    O   0.2850   0.2767   0.3823   1.0000', '   O    O  -0.2821   0.2000   0.0044   1.0000', '   O    O   0.3725  -0.0341   0.1814   1.0000', '   O    O  -0.2325  -0.3385   0.4193   1.0000', '   O    O  -0.4799  -0.4708   0.0919   1.0000', '   O    O   0.2061  -0.3026  -0.4801   1.0000', '   O    O   0.0069   0.3969   0.1393   1.0000', '   O    O  -0.1373  -0.0261   0.2283   1.0000', '   O    O   0.3722   0.4668  -0.2838   1.0000', '   O    O  -0.2420  -0.1979  -0.1587   1.0000', '   O    O   0.0194   0.0423  -0.3993   1.0000', '   O    O   0.4765  -0.0840  -0.3675   1.0000', '   O    O  -0.1039   0.4328  -0.3321   1.0000', '   O    O   0.1891  -0.2844   0.0494   1.0000']",33,1471,Heredity,[ 4  8 16],-649.676,197.218,4.791,-649.676,[1 1 1],1,0.198,2.499,1.927,28,-23.202714285714286
"['data_findsym-STRUC-1472', '# This file was generated by FINDSYM    ', '# Harold T. Stokes, Branton J. Campbell, Dorian M. Hatch', '# Brigham Young University, Provo, Utah, USA', '                                        ', 'data_findsym-output                     ', '                                        ', ""_symmetry_space_group_name_H-M 'P 1'    "", '_symmetry_Int_Tables_number 1           ', '                                        ', '_cell_length_a      10.35500            ', '_cell_length_b       2.71800            ', '_cell_length_c       7.45900            ', '_cell_angle_alpha   97.81800            ', '_cell_angle_beta    98.45000            ', '_cell_angle_gamma   86.70800            ', '                                        ', 'loop_                                   ', '_space_group_symop_operation_xyz        ', 'x,y,z                                   ', '                                        ', 'loop_                                   ', '_atom_site_label                        ', '_atom_site_type_symbol                  ', '_atom_site_fract_x                      ', '_atom_site_fract_y                      ', '_atom_site_fract_z                      ', '_atom_site_occupancy                    ', '  Mg   Mg   0.2216   0.4272   0.4138   1.0000', '  Mg   Mg   0.1392  -0.4577  -0.2363   1.0000', '  Mg   Mg  -0.2219  -0.0925   0.1033   1.0000', '  Mg   Mg   0.3725   0.0141  -0.2845   1.0000', '  Al   Al  -0.4750  -0.3976   0.0473   1.0000', '  Al   Al   0.0394   0.1194   0.1169   1.0000', '  Al   Al   0.2756   0.1431   0.0558   1.0000', '  Al   Al  -0.0111  -0.0728   0.4788   1.0000', '  Al   Al   0.4679   0.4032   0.4019   1.0000', '  Al   Al  -0.2751   0.4741   0.4033   1.0000', '  Al   Al  -0.1317  -0.4854  -0.1967   1.0000', '  Al   Al  -0.3765   0.0233  -0.2891   1.0000', '   O    O   0.3595  -0.0729   0.4295   1.0000', '   O    O   0.0354   0.3461   0.3423   1.0000', '   O    O   0.1965  -0.2952   0.1722   1.0000', '   O    O  -0.4114  -0.0860   0.4161   1.0000', '   O    O   0.4330   0.2179   0.1603   1.0000', '   O    O   0.1112   0.1100  -0.0751   1.0000', '   O    O  -0.0379  -0.4750  -0.3579   1.0000', '   O    O   0.1741  -0.0315  -0.4057   1.0000', '   O    O   0.3235  -0.4097  -0.0978   1.0000', '   O    O   0.4966   0.4768  -0.3508   1.0000', '   O    O  -0.2089   0.0688  -0.1304   1.0000', '   O    O  -0.3282   0.4544   0.1700   1.0000', '   O    O  -0.1701  -0.0497   0.3801   1.0000', '   O    O  -0.4457   0.0233  -0.0888   1.0000', '   O    O  -0.0568  -0.3772   0.0496   1.0000', '   O    O  -0.2782   0.4863  -0.3663   1.0000']",33,1472,Heredity,[ 4  8 16],-647.796,205.59,4.596,-647.796,[1 1 1],1,0.226,2.701,1.941,28,-23.13557142857143
"['data_findsym-STRUC-1473', '# This file was generated by FINDSYM    ', '# Harold T. Stokes, Branton J. Campbell, Dorian M. Hatch', '# Brigham Young University, Provo, Utah, USA', '                                        ', 'data_findsym-output                     ', '                                        ', ""_symmetry_space_group_name_H-M 'P 1'    "", '_symmetry_Int_Tables_number 1           ', '                                        ', '_cell_length_a       8.52800            ', '_cell_length_b       5.58600            ', '_cell_length_c       4.68000            ', '_cell_angle_alpha   91.87300            ', '_cell_angle_beta    98.40100            ', '_cell_angle_gamma  108.76800            ', '                                        ', 'loop_                                   ', '_space_group_symop_operation_xyz        ', 'x,y,z                                   ', '                                        ', 'loop_                                   ', '_atom_site_label                        ', '_atom_site_type_symbol                  ', '_atom_site_fract_x                      ', '_atom_site_fract_y                      ', '_atom_site_fract_z                      ', '_atom_site_occupancy                    ', '  Mg   Mg  -0.2427  -0.1702  -0.1893   1.0000', '  Mg   Mg   0.0882  -0.2655  -0.2340   1.0000', '  Mg   Mg   0.2391   0.0529   0.2824   1.0000', '  Mg   Mg  -0.1561   0.1064   0.3035   1.0000', '  Al   Al  -0.4365   0.2396   0.3499   1.0000', '  Al   Al   0.1438  -0.4889   0.2576   1.0000', '  Al   Al   0.3947   0.4062  -0.1843   1.0000', '  Al   Al   0.0803   0.2087  -0.2620   1.0000', '  Al   Al  -0.4696  -0.2732   0.3375   1.0000', '  Al   Al  -0.1521  -0.3700   0.3262   1.0000', '  Al   Al   0.3968  -0.0918  -0.2077   1.0000', '  Al   Al  -0.2044   0.3380  -0.1802   1.0000', '   O    O  -0.0403   0.4205  -0.4608   1.0000', '   O    O  -0.2843   0.3156   0.1229   1.0000', '   O    O   0.4554   0.4227   0.1864   1.0000', '   O    O   0.1968   0.3078   0.4694   1.0000', '   O    O  -0.0463   0.1920  -0.0117   1.0000', '   O    O  -0.3078   0.0674  -0.4183   1.0000', '   O    O  -0.2800  -0.4759  -0.4066   1.0000', '   O    O   0.2237  -0.4703  -0.0574   1.0000', '   O    O  -0.2911  -0.2243   0.1737   1.0000', '   O    O   0.4559  -0.0603   0.1585   1.0000', '   O    O  -0.0444  -0.0862  -0.4497   1.0000', '   O    O   0.2345  -0.2264   0.4794   1.0000', '   O    O   0.4868  -0.3099  -0.3122   1.0000', '   O    O   0.2262   0.0710  -0.1084   1.0000', '   O    O  -0.0288  -0.3562   0.0714   1.0000', '   O    O   0.4586   0.1902  -0.3539   1.0000']",33,1473,Heredity,[ 4  8 16],-646.523,208.052,4.542,-646.523,[1 1 1],1,0.212,2.719,2.037,28,-23.090107142857143
